Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,C,23,TOR,53,11,20.5,3.5,7.2,0.48,0.5,1.9,0.26,3,5.3,0.558,0.514,1.6,2.3,0.694,1.8,4,5.8,0.9,0.5,0.6,1.1,1.8,9,achiupr01
2,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,adamsst01
3,Bam Adebayo,C,25,MIA,73,73,35.2,8.1,15.1,0.539,0,0.2,0.083,8.1,14.9,0.544,0.54,4.4,5.5,0.806,2.4,6.8,9.3,3.3,1.2,0.8,2.6,2.8,20.7,adebaba01
4,Ochai Agbaji,SG,22,UTA,56,19,19.9,2.6,5.9,0.439,1.4,3.7,0.379,1.2,2.2,0.54,0.558,0.9,1.1,0.806,0.8,1.3,2.1,1,0.3,0.3,0.6,1.6,7.5,agbajoc01
5,Santi Aldama,PF,22,MEM,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,2,3.4,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9,aldamsa01
6,Nickeil Alexander-Walker,SG,24,TOT,57,3,14.9,2.2,5,0.438,1,2.6,0.373,1.2,2.3,0.511,0.537,0.7,1.1,0.667,0.2,1.5,1.8,1.8,0.5,0.4,0.9,1.5,6,alexani01
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,alexani01
6,Nickeil Alexander-Walker,SG,24,MIN,21,0,15.4,2,5.4,0.363,1,3,0.333,1,2.4,0.4,0.456,0.6,1,0.619,0.3,1.7,2,1.3,0.3,0.3,0.4,1.2,5.5,alexani01
7,Grayson Allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1,1.6,10.4,allengr01
8,Jarrett Allen,C,24,CLE,67,67,33,6,9.3,0.645,0,0.1,0.111,6,9.1,0.653,0.645,2.4,3.3,0.733,3.3,6.6,9.9,1.7,0.8,1.2,1.4,2.3,14.4,allenja01
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9,alvarjo01
10,Kyle Anderson,PF,29,MIN,67,46,28.3,3.7,7.2,0.509,0.6,1.5,0.416,3,5.7,0.534,0.553,1.5,2,0.735,1,4.4,5.3,4.9,1.1,0.9,1.5,2.2,9.4,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,antetgi01
12,Thanasis Antetokounmpo,SF,30,MIL,35,0,4,0.3,0.8,0.37,0,0.1,0,0.3,0.6,0.455,0.37,0.1,0.3,0.417,0.3,0.6,0.9,0.2,0.1,0.1,0.3,0.5,0.7,antetth01
13,Cole Anthony,PG,22,ORL,59,3,25.8,4.6,10.1,0.456,1.2,3.4,0.365,3.4,6.7,0.503,0.518,2.6,2.9,0.894,0.8,4,4.7,3.9,0.6,0.5,1.5,2.7,13,anthoco01
14,OG Anunoby,SF,25,TOR,66,66,35.7,6.3,13.3,0.478,2.1,5.5,0.388,4.2,7.8,0.541,0.558,2.1,2.5,0.838,1.4,3.6,5,2,1.9,0.8,2,3,16.9,anunoog01
15,Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0,0,,0,0.8,0.8,1.2,0.3,0,0.4,0.9,1.3,arcidry01
15,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3,arcidry01
15,Ryan Arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0,0,,0,1.2,1.2,2.3,0.3,0,0.7,1.6,2.6,arcidry01
16,Deni Avdija,SF,22,WAS,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,avdijde01
17,Deandre Ayton,C,24,PHO,66,66,30.4,7.8,13.3,0.587,0.1,0.4,0.292,7.7,12.9,0.595,0.591,2.3,3,0.758,2.6,7.5,10,1.7,0.6,0.8,1.8,2.8,18,aytonde01
18,Udoka Azubuike,C,23,UTA,33,1,8.4,1.3,1.6,0.815,0,0,,1.3,1.6,0.815,0.815,0.2,0.5,0.313,0.8,2.1,2.9,0.3,0.2,0.4,0.5,0.9,2.8,azubuud01
19,Marvin Bagley III,C,23,DET,40,25,23.7,4.8,9,0.535,0.4,1.5,0.262,4.4,7.5,0.59,0.557,1.9,2.5,0.752,2.3,4.1,6.4,0.9,0.5,0.7,1.1,2,12,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,29,0,7.4,1.4,3.5,0.396,1,2.7,0.385,0.3,0.8,0.435,0.545,0.1,0.2,0.667,0,1.2,1.3,0.3,0.2,0.1,0.4,0.5,3.9,baldwpa01
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,ballla01
22,Mo Bamba,C,24,TOT,47,7,16.2,2.5,5.1,0.487,1,2.6,0.39,1.4,2.4,0.591,0.588,0.9,1.3,0.661,1.2,3.5,4.7,1,0.3,0.9,0.6,2.2,6.8,bambamo01
22,Mo Bamba,C,24,ORL,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3,bambamo01
22,Mo Bamba,C,24,LAL,7,1,11.6,1.4,3.4,0.417,0.7,2.1,0.333,0.7,1.3,0.556,0.521,0.9,1.6,0.545,1.3,4,5.3,0.6,0.1,0.6,1.1,2.4,4.4,bambamo01
23,Paolo Banchero,PF,20,ORL,72,72,33.8,6.7,15.6,0.427,1.2,4,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20,banchpa01
24,Desmond Bane,SG,24,MEM,57,57,31.8,7.8,16.3,0.479,2.8,7,0.407,4.9,9.3,0.533,0.566,3.2,3.6,0.883,0.8,4.2,5,4.4,1,0.4,2.2,2.6,21.6,banede01
25,Dalano Banton,PG,23,TOR,29,2,8.8,1.6,3.9,0.404,0.4,1.6,0.283,1.1,2.3,0.485,0.461,0.6,0.7,0.762,0.3,1,1.3,1,0.4,0.4,0.6,1.1,4.2,bantoda01
26,Dominick Barlow,SF,19,SAS,25,0,13.2,1.4,2.6,0.523,0,0.2,0,1.4,2.4,0.557,0.523,0.5,0.7,0.706,1.5,1.6,3,0.8,0.3,0.7,0.6,1.9,3.2,barlodo01
27,Harrison Barnes,PF,30,SAC,80,80,32.7,4.6,9.7,0.47,1.6,4.3,0.367,3,5.4,0.551,0.551,4.3,5.1,0.848,1.1,3.5,4.5,1.6,0.7,0.1,1.1,1.3,15,barneha02
28,Scottie Barnes,PF,21,TOR,75,74,35,6.1,13.3,0.457,0.8,2.9,0.286,5.2,10.4,0.506,0.489,2.5,3.2,0.774,2.4,4.4,6.8,4.8,1.1,0.8,2,2.2,15.5,barnesc01
29,RJ Barrett,SG,22,NYK,71,71,33.8,6.9,16,0.433,1.7,5.3,0.317,5.2,10.7,0.491,0.486,4,5.3,0.743,0.8,4.2,5.1,2.7,0.4,0.2,2.3,2.4,19.5,barrerj01
30,Will Barton,SG,32,TOT,54,2,17.8,2.4,6.4,0.376,1.2,3.2,0.364,1.2,3.2,0.387,0.467,0.7,0.9,0.787,0.2,2.2,2.4,2.1,0.5,0.2,0.9,1,6.7,bartowi01
30,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1,7.7,bartowi01
30,Will Barton,SG,32,TOR,14,2,12.9,1.4,4.4,0.328,0.8,2.5,0.314,0.6,1.9,0.346,0.418,0.1,0.1,1,0.2,1.2,1.4,1.1,0.6,0.2,0.2,1.1,3.8,bartowi01
31,Charles Bassey,C,22,SAS,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.656,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7,bassech01
32,Keita Bates-Diop,SF,27,SAS,64,39,21.5,3.3,6.6,0.504,0.8,2,0.389,2.5,4.6,0.554,0.564,1.6,2,0.794,1,2.7,3.6,1.4,0.7,0.3,0.8,1,9.1,bateske01
33,Nicolas Batum,PF,34,LAC,76,17,21.9,2.1,4.9,0.42,1.6,4.1,0.39,0.5,0.8,0.563,0.582,0.4,0.6,0.708,0.8,3,3.8,1.5,0.7,0.6,0.7,1.9,6.2,batumni01
34,Darius Bazley,PF,22,TOT,41,1,14.2,1.8,4,0.446,0.5,1.2,0.388,1.3,2.9,0.47,0.503,0.9,1.6,0.552,0.7,2.4,3.1,0.9,0.5,0.8,0.6,1,5,bazleda01
34,Darius Bazley,PF,22,OKC,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4,bazleda01
34,Darius Bazley,PF,22,PHO,5,0,5.4,0.6,1.6,0.375,0.2,0.8,0.25,0.4,0.8,0.5,0.438,0.2,0.4,0.5,0.2,1,1.2,0.8,0.4,0.4,0.6,1,1.6,bazleda01
35,Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,bealbr01
36,Malik Beasley,SG,26,TOT,79,27,25.8,4.5,11.6,0.393,2.9,8.1,0.357,1.7,3.5,0.478,0.518,0.6,0.7,0.776,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.5,beaslma01
36,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,beaslma01
36,Malik Beasley,SG,26,LAL,24,14,23.7,3.9,10.2,0.385,2.5,7,0.351,1.5,3.2,0.461,0.506,0.3,0.6,0.571,0.3,3,3.3,1.1,0.8,0,1.3,1.2,10.6,beaslma01
37,MarJon Beauchamp,SF,22,MIL,50,9,12.6,1.8,4.4,0.403,0.8,2.6,0.326,0.9,1.8,0.511,0.498,0.5,0.7,0.697,0.7,1.3,2.1,0.5,0.4,0.1,0.8,1.3,4.9,beaucma01
38,Dāvis Bertāns,PF,30,DAL,43,0,10.4,1.4,3.3,0.421,1.1,2.9,0.387,0.3,0.4,0.688,0.593,0.2,0.3,0.833,0.2,0.8,1,0.5,0.2,0.1,0.2,1.2,4.1,bertada01
39,Patrick Beverley,PG,34,TOT,66,66,27.2,2.2,5.4,0.401,1.2,3.6,0.338,1,1.8,0.525,0.513,0.7,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,2.8,6.3,beverpa01
39,Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,beverpa01
39,Patrick Beverley,PG,34,CHI,21,21,27.7,2.2,5.5,0.397,1.2,3.8,0.316,1,1.8,0.568,0.504,0.4,0.7,0.533,1,4,5,3.4,1,0.7,0.9,2.8,6,beverpa01
40,Saddiq Bey,SF,23,TOT,75,36,27.8,4.6,10.9,0.42,2,5.4,0.36,2.6,5.5,0.479,0.51,2.7,3.2,0.861,1.3,3.5,4.7,1.5,0.9,0.2,0.9,1.6,13.8,beysa01
40,Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8,beysa01
40,Saddiq Bey,SF,23,ATL,23,6,25.5,4.3,9.2,0.464,2,5,0.4,2.3,4.2,0.542,0.573,1.1,1.3,0.862,1.6,3.3,4.9,1.3,0.7,0,0.7,1.5,11.6,beysa01
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,birchkh01
42,Goga Bitadze,C,23,TOT,35,0,11.1,1.7,3.1,0.551,0.2,0.7,0.25,1.5,2.4,0.639,0.579,0.6,1.1,0.526,1.4,1.6,3.1,1,0.4,0.7,0.5,1.7,4.1,bitadgo01
42,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,bitadgo01
42,Goga Bitadze,C,23,ORL,14,0,13.4,2.3,3.9,0.582,0.1,0.7,0.2,2.1,3.2,0.667,0.6,0.6,1,0.643,1.8,2.4,4.1,1.3,0.4,0.9,0.4,1.8,5.4,bitadgo01
43,Bismack Biyombo,C,30,PHO,59,13,14.4,2,3.4,0.58,0,0,,2,3.4,0.58,0.58,0.4,1.2,0.338,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,biyombi01
44,Buddy Boeheim,PG,23,DET,8,0,9.3,0.6,3,0.208,0.5,2.8,0.182,0.1,0.3,0.5,0.292,0.3,0.3,1,0.3,0.4,0.6,0.4,0.3,0,0,0.6,2,boehebu01
45,Bogdan Bogdanović,SG,30,ATL,53,9,28.1,5.1,11.4,0.446,2.7,6.7,0.404,2.4,4.7,0.506,0.565,1.2,1.4,0.829,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.1,bogdabo01
46,Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6,0.411,4.8,9,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,bogdabo02
47,Bol Bol,PF,23,ORL,67,32,21.4,3.7,6.6,0.566,0.4,1.5,0.293,3.3,5.1,0.644,0.598,1.1,1.5,0.76,1,4.8,5.8,0.9,0.4,1.2,1.6,1.3,9,bolbo01
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,bolmale01
49,Devin Booker,SG,26,PHO,52,52,34.6,10.1,20.3,0.497,2.1,6,0.354,8,14.3,0.556,0.549,5.7,6.7,0.851,0.9,3.7,4.6,5.5,1,0.3,2.8,3,28,bookede01
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1,1.4,0.9,0.4,0,0.6,1,6.8,bostobr01
51,Chris Boucher,PF,30,TOR,74,0,20.1,3.4,7,0.493,0.8,2.5,0.326,2.6,4.5,0.588,0.552,1.7,2.2,0.759,2.1,3.5,5.6,0.4,0.6,0.8,0.5,1.9,9.4,bouchch01
52,James Bouknight,SG,22,CHO,32,0,14.5,1.9,5.3,0.363,1,3,0.323,1,2.3,0.413,0.453,0.6,0.8,0.692,0.2,1.9,2.1,1.2,0.4,0.2,0.8,1.3,5.4,bouknja01
53,Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3,bouyeja01
53,Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8,bouyeja01
53,Jamaree Bouyea,PG,23,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0,bouyeja01
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,bradlto01
55,Malaki Branham,SF,19,SAS,63,29,23.4,4,9.1,0.443,1.2,3.8,0.311,2.8,5.3,0.538,0.508,0.8,1,0.81,0.4,2.3,2.7,2,0.5,0.1,1.2,1.8,10.1,branhma01
56,Jarrell Brantley,PF,26,UTA,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.714,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8,5.5,brantja01
57,Christian Braun,SG,21,DEN,73,4,15.1,1.8,3.6,0.49,0.4,1.2,0.368,1.3,2.4,0.552,0.552,0.5,0.8,0.6,0.6,1.7,2.3,0.8,0.5,0.2,0.4,1.3,4.4,braunch01
58,Mikal Bridges,SF,26,TOT,81,81,36.1,7.2,15.3,0.471,2.1,5.3,0.391,5.2,10,0.514,0.539,3.8,4.2,0.898,1,3.5,4.4,3.3,1.1,0.8,1.5,1.9,20.4,bridgmi01
58,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,bridgmi01
58,Mikal Bridges,SF,26,BRK,25,25,35.4,9.3,19.2,0.484,2.7,6.8,0.396,6.6,12.4,0.532,0.554,6.1,6.8,0.9,0.9,3.7,4.6,2.8,1,0.6,1.8,1.7,27.4,bridgmi01
59,Oshae Brissett,SF,24,IND,63,2,16.6,1.9,4.8,0.393,0.8,2.4,0.316,1.1,2.4,0.47,0.472,1.5,2.1,0.727,1,2.3,3.3,0.6,0.5,0.2,0.5,1.2,6.1,brissos01
60,Malcolm Brogdon,PG,30,BOS,67,0,26,5.3,10.9,0.484,2,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,brogdma01
61,Dillon Brooks,SF,27,MEM,72,72,30.3,5.4,13.6,0.397,2,6,0.329,3.4,7.6,0.45,0.469,1.6,2.1,0.776,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.4,brookdi01
62,Bruce Brown,SG,26,DEN,78,29,28.3,4.3,9.1,0.479,1.2,3.2,0.361,3.2,5.8,0.544,0.543,1.3,1.8,0.748,0.8,3.3,4.1,3.3,1.1,0.7,1.6,2.4,11.2,brownbr01
63,Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,browngr01
64,Jaylen Brown,SF,26,BOS,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,brownja02
65,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5,brownke03
66,Moses Brown,C,23,TOT,36,1,8.2,1.7,2.7,0.635,0,0,,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,brownmo01
66,Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,brownmo01
66,Moses Brown,C,23,BRK,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0.5,0,0.5,0.5,0,brownmo01
67,Sterling Brown,SG,27,LAL,4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0.8,1.3,2,0.5,0.8,0,0,1,0,brownst02
68,Troy Brown Jr.,SF,23,LAL,74,45,24.6,2.6,6.1,0.43,1.4,3.7,0.377,1.2,2.4,0.511,0.544,0.4,0.5,0.892,0.8,3.2,4,1.2,0.8,0.2,0.7,1.6,7.1,browntr01
69,Jalen Brunson,PG,26,NYK,68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,brunsja01
70,Thomas Bryant,C,25,TOT,58,26,18.3,3.9,6.2,0.623,0.4,1,0.429,3.5,5.3,0.659,0.657,1.6,2.2,0.738,1.5,4.2,5.7,0.5,0.3,0.5,0.7,1.7,9.8,bryanth01
70,Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,bryanth01
70,Thomas Bryant,C,25,DEN,17,1,10.8,1.6,3.5,0.467,0.1,0.4,0.333,1.5,3.2,0.481,0.483,0.8,1.1,0.722,1.1,2,3.1,0.1,0.1,0.4,0.6,1.4,4.2,bryanth01
71,Reggie Bullock,SF,31,DAL,77,54,30.3,2.5,6,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.7,1.3,0.7,0.2,0.5,2.1,7.2,bullore01
72,Alec Burks,SG,31,DET,51,8,22,3.9,9,0.436,1.9,4.7,0.414,2,4.3,0.459,0.544,3,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,burksal01
73,Deonte Burton,SG,29,SAC,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,burtode02
74,Jared Butler,SG,22,OKC,4,0,7.3,1.3,2.8,0.455,0.5,1.3,0.4,0.8,1.5,0.5,0.545,0,0,,0,0.3,0.3,1,1,0,0.5,1.3,3,butleja02
75,Jimmy Butler,SF,33,MIA,63,63,33.5,7.5,13.9,0.537,0.6,1.6,0.35,6.9,12.3,0.561,0.557,7.4,8.7,0.851,2.2,3.7,5.9,5.3,1.9,0.3,1.6,1.3,22.9,butleji01
76,John Butler,C,20,POR,16,0,8.8,0.6,2,0.281,0.3,1.4,0.174,0.3,0.6,0.556,0.344,0.1,0.1,1,0.2,0.6,0.8,0.3,0.3,0.4,0,0.9,1.4,butlejo01
77,Jamal Cain,SF,23,MIA,15,0,12.4,1.7,3.3,0.52,0.1,0.8,0.167,1.6,2.5,0.632,0.54,0.8,1.1,0.75,0.8,1.8,2.6,0.6,0.5,0,0.3,1,4.4,cainja01
78,Kentavious Caldwell-Pope,SG,29,DEN,75,75,31.4,3.8,8.3,0.46,1.7,4.1,0.415,2.1,4.1,0.505,0.564,1.4,1.7,0.823,0.5,2.3,2.8,2.4,1.5,0.4,1.1,1.9,10.7,caldwke01
79,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3,campafa01
80,Vlatko Čančar,PF,25,DEN,57,8,14.6,1.8,3.8,0.484,0.7,1.9,0.385,1.1,1.9,0.585,0.581,0.6,0.6,0.941,0.4,1.7,2.1,1.4,0.3,0.2,0.6,1.4,4.9,cancavl01
81,Clint Capela,C,28,ATL,64,62,26.5,5.4,8.3,0.651,0,0,0,5.4,8.3,0.652,0.651,1.2,2,0.616,4,7.1,11.1,0.9,0.7,1.2,0.8,2.2,12,capelca01
82,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0.2,0.2,1,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,0.5,careyve01
83,Jevon Carter,PG,27,MIL,79,38,22.4,3,6.9,0.426,1.7,4.1,0.419,1.2,2.8,0.437,0.551,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1,2,8.1,carteje01
84,Wendell Carter Jr.,C,23,ORL,56,53,29.9,5.8,10.9,0.528,1.4,4,0.36,4.3,6.9,0.624,0.593,2.6,3.5,0.738,2.1,6.7,8.8,2.3,0.5,0.6,1.9,2.8,15.5,cartewe01
85,Michael Carter-Williams,PG,31,ORL,1,0,2,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,0,0,0,0,0,1,cartemi01
86,Alex Caruso,PG,28,CHI,65,34,23.7,1.9,4.3,0.452,0.8,2.3,0.365,1.1,2,0.55,0.548,0.9,1.1,0.808,0.6,2.4,3,2.9,1.5,0.7,1.2,2.4,5.6,carusal01
